active,cfr_citation,parent_agency_name,agency_name,description
1,,,Oversight Board,
1,,,Pacific Northwest Electric Power and Conservation Planning Council,"The Pacific Northwest Electric Power and Conservation Planning Council was established by the Pacific Northwest Electric Power Planning and Conservation Act. The Council was mandated to prepare and adopt a regional conservation and electric power plan and a program to protect, mitigate and enhance fish and wildlife. The Council was to establish a voluntary scientific and statistical advisory committee to assist in the development, collection and evaluation of relevant statistical, biological, economic, social, environmental and other scientific information. "
0,,,Panama Canal Commission,
1,,Justice Department,Parole Commission,"The United States Parole Commission (USPC) makes parole release decisions for eligible Federal and District of Columbia prisoners; authorizes methods of release and conditions under which release occurs; prescribes, modifies, and monitors compliance with the terms and conditions governing offenders' behavior while on parole or mandatory or supervised release; issues warrants for violation of supervision; determines probable cause for the revocation process; revokes parole, mandatory, or supervised release; releases from supervision those offenders who are no longer a risk to public safety; and promulgates the rules, regulations, and guidelines for the exercise of USPC's authority and the implementation of a national parole policy.
  
USPC has sole jurisdiction over the following: Federal offenders who committed offenses before November 1, 1987; D.C. Code offenders who committed offenses before August 5, 2000; D.C. Code offenders sentenced to a term of supervised release; Uniform Code of Military Justice offenders who are in Bureau of Prison's custody; transfer treaty cases; and State probationers and parolees in the Federal Witness Protection Program."
1,37 CFR 1-199,Commerce Department,Patent and Trademark Office,"The United States Patent and Trademark Office (USPTO) was established by the act of July 19, 1952 (35 U.S.C. 1) ""to promote the progress of science and the useful arts by securing for limited times to inventors the exclusive right to their respective discoveries for a certain period of time'' (Article I, Section 8 of the United States Constitution). The registration of trademarks is based on the commerce clause of the U.S. Constitution.
USPTO examines and issues patents. There are three major patent categories: utility patents, design patents, and plant patents. USPTO also issues statutory invention registrations and processes international patent applications.
Through the registration of trademarks, USPTO assists businesses in protecting their investments, promoting goods and services, and safeguarding consumers against confusion and deception in the marketplace. A trademark includes any distinctive word, name, symbol, device, or any combination thereof adopted and used or intended to be used by a manufacturer or merchant to identify his goods or services and distinguish them from those manufactured or sold by others. Trademarks are examined by the Office for compliance with various statutory requirements to prevent unfair competition and consumer deception.
In addition to the examination of patent and trademark applications, issuance of patents, and registration of trademarks, USPTO advises and assists government agencies and officials in matters involving all domestic and global aspects of intellectual property. USPTO also promotes an understanding of intellectual property protection."
1,02 CFR 3700-3799,,Peace Corps,"The mission of the Peace Corps is to help the people of interested countries in meeting their need for trained men and women, and to help promote better mutual understanding between Americans and citizens of other countries. 
The Peace Corps was established by the Peace Corps Act of 1961, as amended (22 U.S.C. 2501), and was made an independent agency by title VI of the International Security and Development Cooperation Act of 1981 (22 U.S.C. 2501-1).
The Peace Corps consists of a Washington, DC, headquarters; 9 area offices; and overseas operations in 76 countries, utilizing nearly 8,000 volunteers."
1,22 CFR 300-399,,Peace Corps,"The mission of the Peace Corps is to help the people of interested countries in meeting their need for trained men and women, and to help promote better mutual understanding between Americans and citizens of other countries. 
The Peace Corps was established by the Peace Corps Act of 1961, as amended (22 U.S.C. 2501), and was made an independent agency by title VI of the International Security and Development Cooperation Act of 1981 (22 U.S.C. 2501-1).
The Peace Corps consists of a Washington, DC, headquarters; 9 area offices; and overseas operations in 76 countries, utilizing nearly 8,000 volunteers."
0,36 CFR 900-999,,Pennsylvania Avenue Development Corporation,"The Pennsylvania Avenue Development Corporation was established as a wholly owned Federal corporation by the Pennsylvania Avenue Development Corporation Act of 1972, as amended (40 U.S.C. 871). 
The Corporation was responsible for revitalizing Pennsylvania Avenue between the White House and the Capitol. 
The Corporation was terminated on April 1, 1996 and its duties transferred to the General Services Administration."
1,,Labor Department,Pension and Welfare Benefits Administration,
1,29 CFR 4000-4099,,Pension Benefit Guaranty Corporation,"The Pension Benefit Guaranty Corporation protects the pension benefits of nearly 44 million Americans who participate in defined-benefit 
pension plans sponsored by private-sector employees.
The Pension Benefit Guaranty Corporation (PBGC) is a self-financing, wholly owned Government corporation subject to the Government 
Corporation Control Act (31 U.S.C. 9101-9109). The Corporation, established by title IV of the Employee Retirement Income Security Act 
of 1974 (29 U.S.C. 1301-1461), operates in accordance with policies established by its Board of Directors, which consists of the Secretaries 
of Labor, Commerce, and the Treasury. The Secretary of Labor is Chairman of the Board. A seven-member Advisory Committee, composed of two labor, two business, and three public members appointed by the President, advises the agency on investment issues."
1,"05 CFR 1-630, 700-1199, 4500-4599, 9700-9799, 9900-9999",Personnel Management Office,Personnel Management Office,"The Office of Personnel Management administers a merit system to ensure compliance with personnel laws and regulations and assists agencies in recruiting, examining, and promoting people on the basis of their knowledge and skills, regardless of their race, religion, sex, political influence, or other nonmerit factors.
 The Office of Personnel Management (OPM) was created as an independent establishment by Reorganization Plan No. 2 of 1978 (5 U.S.C. pp.), 
pursuant to Executive Order 12107 of December 28, 1978. Many of the functions of the former United States Civil Service Commission were transferred to OPM."
1,45 CFR 800-899,Personnel Management Office,Personnel Management Office,"The Office of Personnel Management administers a merit system to ensure compliance with personnel laws and regulations and assists agencies in recruiting, examining, and promoting people on the basis of their knowledge and skills, regardless of their race, religion, sex, political influence, or other nonmerit factors.
 The Office of Personnel Management (OPM) was created as an independent establishment by Reorganization Plan No. 2 of 1978 (5 U.S.C. pp.), 
pursuant to Executive Order 12107 of December 28, 1978. Many of the functions of the former United States Civil Service Commission were transferred to OPM."
1,"48 CFR 1600-1799, 2100-2199",Personnel Management Office,Personnel Management Office,"The Office of Personnel Management administers a merit system to ensure compliance with personnel laws and regulations and assists agencies in recruiting, examining, and promoting people on the basis of their knowledge and skills, regardless of their race, religion, sex, political influence, or other nonmerit factors.
 The Office of Personnel Management (OPM) was created as an independent establishment by Reorganization Plan No. 2 of 1978 (5 U.S.C. pp.), 
pursuant to Executive Order 12107 of December 28, 1978. Many of the functions of the former United States Civil Service Commission were transferred to OPM."
0,,,Physician Payment Review Commission,
1,49 CFR 100-199,Transportation Department,Pipeline and Hazardous Materials Safety Administration,"The Pipeline and Hazardous Materials Administration was established on February 20, 2005. It is responsible for hazardous materials 
transportation and pipeline safety."
1,05 CFR 5600-5699,Postal Regulatory Commission,Postal Regulatory Commission,"The Postal Regulatory Commission develops and implements a modern system of postal rate regulation. The Postal Regulatory Commission is the successor agency to the Postal Rate Commission, which was created by the Postal Reorganization Act, as amended (39 U.S.C. 3601-3604). The Commission was established as an independent agency in the executive branch of Government by the Postal Accountability and Enhancement Act (39 U.S.C. 101 note). It is composed of five Commissioners, appointed by the President with the advice and consent of the Senate, one of whom is designated as Chairman.
The Commission promulgates rules and regulations, establishes procedures, and takes other actions necessary to carry out its obligations. It considers complaints received from interested persons relating to United States Postal Service rates, regulations, and services. The Commission also has certain reporting obligations, including a report on universal postal service and the postal monopoly."
1,39 CFR 3000-3099,Postal Regulatory Commission,Postal Regulatory Commission,"The Postal Regulatory Commission develops and implements a modern system of postal rate regulation. The Postal Regulatory Commission is the successor agency to the Postal Rate Commission, which was created by the Postal Reorganization Act, as amended (39 U.S.C. 3601-3604). The Commission was established as an independent agency in the executive branch of Government by the Postal Accountability and Enhancement Act (39 U.S.C. 101 note). It is composed of five Commissioners, appointed by the President with the advice and consent of the Senate, one of whom is designated as Chairman.
The Commission promulgates rules and regulations, establishes procedures, and takes other actions necessary to carry out its obligations. It considers complaints received from interested persons relating to United States Postal Service rates, regulations, and services. The Commission also has certain reporting obligations, including a report on universal postal service and the postal monopoly."
1,05 CFR 7000-7099,Postal Service,Postal Service,"The United States Postal Service provides mail processing and delivery services to individuals and businesses within the United States.
The Postal Service was created as an independent establishment of the executive branch by the Postal Reorganization Act (39 U.S.C. 101 et seq.), approved August 12, 1970. The present United States Postal Service commenced operations on July 1, 1971.
The Postal Service has approximately 705,000 career employees and handles about 212 billion pieces of mail annually. The chief executive officer of the Postal Service, the Postmaster General, is appointed by the nine Governors of the Postal Service, who are appointed by the President with the advice and consent of the Senate. The Governors and the Postmaster General appoint the Deputy Postmaster General, and these 11 people constitute the Board of Governors.
In addition to the national headquarters, there are area and district offices supervising more than 37,000 post offices, branches, stations, and community post offices throughout the United States."
1,39 CFR 1-999,Postal Service,Postal Service,"The United States Postal Service provides mail processing and delivery services to individuals and businesses within the United States.
The Postal Service was created as an independent establishment of the executive branch by the Postal Reorganization Act (39 U.S.C. 101 et seq.), approved August 12, 1970. The present United States Postal Service commenced operations on July 1, 1971.
The Postal Service has approximately 705,000 career employees and handles about 212 billion pieces of mail annually. The chief executive officer of the Postal Service, the Postmaster General, is appointed by the nine Governors of the Postal Service, who are appointed by the President with the advice and consent of the Senate. The Governors and the Postmaster General appoint the Deputy Postmaster General, and these 11 people constitute the Board of Governors.
In addition to the national headquarters, there are area and district offices supervising more than 37,000 post offices, branches, stations, and community post offices throughout the United States."
1,,,President John F. Kennedy Assassination Records Review Board,"The President's Commission on the Assassination of President Kennedy, known unofficially as the Warren Commission, was established on November 29, 1963, by Lyndon B. Johnson to investigate the assassination of United States President John F. Kennedy on November 22. Its 888-page final report was presented to President Johnson on September 24, 1964, and made public three days later. It concluded that Lee Harvey Oswald acted alone in the killing of Kennedy and the wounding of Texas Governor John Connally. The Commission's findings have since proven controversial and been both challenged and supported by later studies.
The Commission took its unofficial name--the Warren Commission--from its chairman, Chief Justice Earl Warren. According to published transcripts of Johnson's presidential phone conversations, some major officials were opposed to forming such a commission, and several commission members took part only with extreme reluctance. One of their chief reservations was that a commission would ultimately create more controversy than consensus, and those fears proved valid. The Commissions were printed off at The Double Day book publisher located in Smithsburg, Maryland."
1,,,Presidential Advisory Committee on Gulf War Veterans' Illnesses,"The Presidential Advisory Committee on Gulf War Veterans' Illnesses was established by EO 12961 of May 26, 1995. The purpose of the Advisory Committee was the oversight of the ongoing investigation being conducted by the Department of Defense and ther executive departments and agencies into possible chemical or biological warfare agent exposures during the Gulf War. The Advisory Committee was also charged with the evaluation of the Federal Government's plan for and progress toward the implementation of those recommendations made in its report submitted on December 31, 1996. 
The Presidential Advisory Committee on Gulf War Veterans' Illnesses was terminated upon the issuance of its special report of October 31, 1997."
1,,,Presidential Commission on Assignment of Women in the Armed Forces,
1,,,Presidential Commission on Catastrophic Nuclear Accidents,
1,,,Presidential Commission on the Human Immunodeficiency Virus Epidemic,"The President's Commission on the HIV Epidemic was a commission formed by then-President Ronald Reagan in 1987 to investigate the AIDS pandemic. It is also known as the Watkins Commission for its chairman, James D. Watkins."
1,,,Presidential Commission on the Space Shuttle Challenger Accident,"The Presidential Commission on the Space Shuttle Challenger Accident also known as The Rogers Commission, was formed on February 3, 1986 by President Ronald Reagan following the Space Shuttle Challenger disaster on its 10th mission.
The Commission was mandated under Executive order 12546 with the following requirements:
(1) Review the circumstances surrounding the accident to establish the probable cause or causes of the accident; and
(2) Develop recommendations for corrective or other action based upon the Commission's findings and determinations.
Report was created by a Presidential Commission charged to investigate the A comprehensive 225-page report, published on 9 June 1986 documented the technical and managerial factors that contributed to the accident."
1,03 CFR,,Presidential Documents,
1,,,Presidential Task Force on Project Economic Justice,
1,,,President's Commission on Compensation of Career Federal Executives,
1,,,President's Commission on Critical Infrastructure Protection,
0,,,President's Commission on Executive Exchange,
1,,,President's Commission on Federal Ethics Law Reform,
1,,,President's Commission on Management of A.I.D. Development Programs,
1,,,President's Commission on Model State Drug Laws,
1,,,President's Commission on Privatization,
1,,,President's Commission on the Federal Appointment Process,
1,01 CFR (400-500),,President's Commission on White House Fellowships,"The White House Fellows Program is America's most prestigious program for leadership and public service. Founded in 1964 by President Lyndon B. Johnson, the program offers exceptional young men and women first hand experience working at the highest levels of the Federal government. 
Fellows typically spend one year working as full-time, paid special assistants to senior White House Staff, the Vice President, Cabinet Secretaries, and other top-ranking government officials. Fellows also participate in an Education Program consisting of roundtable discussions with renowned leaders from the private and public sectors, and trips to study U.S. policy in action both domestically and internationally. 
The mission of the non-partisan White House Fellows Program, as envisioned by President Johnson, was in his words, ""to give the Fellows first hand, high-level experience with the workings of the Federal government and to increase their sense of participation in national affairs."" In return for the Fellowship year, President Johnson expected the Fellows to ""repay that privilege"" when they left by ""continuing to work as private citizens on their public agendas."" He hoped that the Fellows would contribute to the Nation as greater future leaders. 
Today the mission remains the same: To encourage active citizenship and service to the Nation. 
[http://georgewbush-whitehouse.archives.gov/fellows/about/faq.html#1]"
1,,,President's Council on Integrity and Efficiency,"The Presidents Council on Integrity and Efficiency was established by EO 12301 of Mar. 26, 1981 (46 FR 19211). Abolished and reestablished by EO 12625 of Jan 27, 1988 (53 FR 2812). Abolished and reestablished by EO 12805 of May 11, 1992 (57 FR 20627)."
1,,,President's Council on Sustainable Development,"The President's Council on Sustainable Development was established by Executive Order 12852 of June 29, 1993. The Council was made up of not more than 25 members from the public and private sectors who represented industrial, environmental, governmental and not-for-profit organizations with experience relating to matters of sustainable development.
The Council's functions were to advise the President on matters involving sustainable development and to develop and recommend to the President a national sustainable development action strategy that will foster economic vitality.
The Council was terminated by Executive Order 23238 of September 30, 1999."
1,,,President's Critical Infrastructure Protection Board,"The President's Critical Infrastructure Protection Board was established by Executive Order 13231 of October 16, 2001. The purpose of the Board was to assist and support the Director of OMB in this function and shall be reasonably cognizant of programs related to security of department and agency information systems. The Board was also authorized to recommend policies and coordinate programs for protecting information systems for critical infrastructure, including emergency preparedness communications, and the physical assets that support such systems."
1,,,President's Economic Policy Advisory Board,"The President's Economic Recovery Advisory Board (PERAB) was established by President Obama to ensure the availability of independent, nonpartisan information, analysis, and advice as he formulates and implements his plans for economic recovery and enhancing the strength and competitiveness of the Nation's economy. The members of the PERAB were appointed by the President from among distinguished citizens outside the Government who are qualified on the basis of achievement, experience, and independence. The overall membership of the PERAB reflects a diverse set of perspectives from across the country and various sectors of the economy. 
 
The PERAB meets periodically and solicits information and ideas from all sectors to promote the growth of the economy, establish a stable and sound financial and banking system, and create jobs. The PERAB provides analysis and information directly to the President on the design, implementation, and evaluation of policies. With respect to matters deemed appropriate by the President, the PERAB may provide information and recommendations to the National Economic Council or any other agency with responsibilities related to the economy or financial markets.
[http://www.whitehouse.gov/administration/eop/perab/about]"
1,,,President's Education Policy Advisory Committee,"The President's Education Policy Advisory Committee was established by Executive Order 12687 on August 15, 1989. Revoked by EO 12869 of September 30, 1993"
1,,,President's Outer Continental Shelf Leasing and Development Task Force,
1,,,President's Special Review Board,"The President's Special Review Board was established by Executive Order 12575 of December 1, 1986.The Board was created to conduct a comprehensive study of the future role and procedures of the National Security Council (NSC) staff in the development, coordination, oversight, and conduct of foreign and national security policy; to eview the NSC staff's propoer role in operational activities, especially extremely sensitive diplomatic, military and intelligent missions; and to provide recommendations to the President based upon its analysis of the manner in which foreign and national security policies established by the president had been implmented by the NSC staff. The Board consisted of three members appointed by the President. The Board was terminated by Executive Order 12610, September 30, 1987."
1,,,President's Task Force on National Health Care Reform,
1,36 CFR 1000-1099,,Presidio Trust,"The Presidio Trust's mission is to preserve and enhance the Presidio as an enduring resource for the American public. The Trust's work encompasses the natural areas, wildlife, and native habitats of the park, as well as the historic structures, and designed landscapes that make the park a National Historic Landmark District. The Presidio Trust is dedicated to ensuring that visitors to this spectacular place have the opportunity to gain a broader understanding of the Presidio, its place in American history, and the plants and wildlife which once thrived throughout the region.
The Trust receives federal appropriations that diminish each year, and cease at the end of fiscal year 2012. The Trust uses these funds and lease revenues to rehabilitate the park's buildings, restore its open spaces and historic resources, provide programs for visitors, maintain utilities and infrastructure, and fund the Presidio's long-term care.
The Presidio Trust is governed by a seven-member board of directors. Six members are appointed by the President of the United States. The seventh is the U.S. Secretary of the Interior or his/her designee.
[http://www.presidio.gov/]"
1,28 CFR 500-599,Justice Department,Prisons Bureau,"The mission of the Bureau of Prisons is to protect society by confining offenders in the controlled environments of prisons and community-based facilities that are safe, humane, cost-efficient, and appropriately secure, and that provide work and other self-improvement opportunities to assist offenders in becoming law-abiding citizens. The Bureau has its headquarters also known as Central Office, in Washington, DC. The Central Office is divided into nine divisions, including the National Institute of Corrections."
0,06 CFR X,,Privacy and Civil Liberties Oversight Board,"The Privacy and Civil Liberties Oversight Board is an advisory body to assist the President and other senior Executive branch officials in ensuring that concerns with respect to privacy and civil liberties are appropriately considered in the implementation of all laws, regulations, and executive branch policies related to war against terrorism.
Recommended by the July 22, 2004, report of the National Commission on Terrorist Attacks Upon the United States, the Privacy and Civil Liberties Oversight Board was established by the Intelligence Reform and Terrorism Prevention Act of 2004. It consists of five members appointed by and serving at the pleasure of the President. The Board is part of the White House Office within the Executive Office of the President and supported by an Executive Director and staff.
The Board advises the President and other senior executive branch officials to ensure that concerns with respect to privacy and civil liberties are appropriately considered in the implementation of all laws, regulations, and executive branch policies related to efforts to protect the Nation against terrorism. This includes advising on whether adequate guidelines, supervision, and oversight exist to protect these important legal rights of all Americans. In addition, the Board is specifically charged with responsibility for reviewing the terrorism information sharing practices of executive branch departments and agencies to determine whether guidelines designed to appropriately protect privacy and civil liberties are being followed, including those issued by the President on December 16, 2005. In the course of performing these functions within the executive branch, the Board seeks the views of private sector, non-profit and academic institutions, Members of Congress, and all other interested parties and individuals on these issues."
1,07 CFR 3200-3299,Agriculture Department,"Procurement and Property Management, Office of",
1,,Health and Human Services Department,Program Support Center,"The Program Support Center provides information concerning fee-for-service activities in the areas of acquisitions, occupational health, information technology support, human resources, financial management, and administrative operations."
0,,,Prospective Payment Assessment Commission,
1,,Treasury Department,Public Debt Bureau,"The Bureau of the Public Debt was established on June 30, 1940, pursuant to the Reorganization Act of 1939 (31 U.S.C. 306).
The Bureau's mission is to borrow the money needed to operate the Federal Government, account for the resulting public debt, and provide reimbursable support to Federal agencies. The Bureau fulfills its mission through five programs: wholesale securities, Government agency investment, retail securities services, summary debt accounting, and franchise services.
The Bureau auctions and issues Treasury bills, notes, and bonds and manages the U.S. Savings Bond Program. It issues, services, and redeems bonds through a nationwide network of issuing and paying agents. It provides daily and other periodic reports to account for the composition and size of the debt. In addition, the Bureau implements the regulations for the Government securities market. These regulations provide for investor protection while maintaining a fair and liquid market for Government securities."
1,,,Railroad Accounting Principles Board,
1,20 CFR 200-399,,Railroad Retirement Board,"The Railroad Retirement Board administers comprehensive retirement-survivor and unemployment-sickness benefit programs for the Nation's railroad workers and their families.
The Railroad Retirement Board was originally established by the Railroad Retirement Act of 1934, as amended (45 U.S.C. 201--228z-1).
The Board derives statutory authority from the Railroad Retirement 
Act of 1974 (45 U.S.C. 231-231u) and the Railroad Unemployment Insurance Act (45 U.S.C. 351-369). It administers these acts and participates in the administration of the Social Security Act and the Health Insurance for the Aged Act insofar as they affect railroad retirement beneficiaries."
1,,,Reagan-Udall Foundation,
1,43 CFR 200-299,Interior Department,Reclamation Bureau,"The Bureau of Reclamation was established pursuant to the Reclamation Act of 1902 (43 U.S.C. 371 et seq.). The Bureau is the largest wholesale water supplier and the second largest producer of hydroelectric power in the United States, with operations and facilities in the 17 Western States. Its facilities also provide substantial flood control, recreation, and fish and wildlife benefits."
1,04 CFR 200-299,,Recovery Accountability and Transparency Board," The Recovery Accountability and Transparency Board was created by the American Recovery and Reinvestment Act of 2009. The Board had two goals:
(1) To provide transparency in relation to the use of Recovery-related funds 
(2) To prevent and detect fraud, waste, and mismanagement
The mission of the Board is to promote accountability by coordinating and conducting oversight of Recovery funds to prevent fraud, waste, and abuse and to foster transparency on Recovery spending by providing the public with accurate, user-friendly information.
The Board issues quarterly and annual reports to the President and Congress and, if necessary, ""flash reports"" on matters that require immediate attention. In addition, the Board maintains the Recovery.gov website so the American people can see how Recovery money is being distributed by federal agencies and how the funds are being used by the recipients.
[http://www.recovery.gov/About/board/Pages/TheBoard.aspx]"
1,45 CFR 400-499,Health and Human Services Department,Refugee Resettlement Office,"The Office of Refugee Resettlement is a subagency of the Children and Families Administration, Department of Health and Human Services. The Office provides assistance to refugees and other eligible persons through its various programs and grants, so that they can achieve self-sufficiency and integration within the shortest time period after arriving in the United States."
1,,,Regulatory Information Service Center,"The Regulatory Information Service Center (the Center) compiles the Unified Agenda for the Office of Information and Regulatory Affairs (OIRA), part of the Office of Management and Budget. OIRA is responsible for overseeing the Federal Government's regulatory, paperwork, and information resource management activities, including implementation of Executive Order 12866, as amended. The Center also provides information about Federal regulatory activity to the President and his Executive Office, the Congress, agency managers, and the public."
1,49 CFR1400-1499,Transportation Department,Research and Innovative Technology Administration,"The Research and Innovative Technology Administration (RITA) was created under the Norman Y. Mineta Research and Special Programs Improvement Act (49 U.S.C. 101 note). RITA coordinates, facilitates, and reviews the Department's research and development programs and activities; performs comprehensive transportation statistics research, analysis, and reporting; and promotes the use of innovative technologies to improve our Nation's transportation system. RITA brings together important DOT data, research, and technology transfer assets and provides strategic direction and oversight of DOT's Intelligent Transportation Systems Program.
  RITA is composed of the staff from the Office of Research, Development, and Technology, the Volpe National Transportation Systems Center, the Transportation Safety Institute, and the Bureau of Transportation Statistics."
0,,Transportation Department,Research and Special Programs Administration,"The Research and Special Programs Administration (RSPA) was established by act of Oct. 24, 1992 (106 Stat. 3310). This subagency of the Department of Transportation focused on improving hazardous materials and pipeline safety; coordinates and advances transportation research, technology and education activities to promote innovative transportation solutions; and manages the Department's transportation-related emergency response and recovery responsibilities. RSPA also provides planning and training grants to States and Indian tribes to increase hazardous materials emergency preparedness. 
RSPA was abolished by act of Nov. 30, 2004 (118 Stat. 2424-2426) and certain duties and powers were transferred to both the Pipeline Hazardous Materials Safety Administration and the Administrator of the Research and Innovative Technology Administration, Department of Transportation."
0,,,Resolution Trust Corporation,"The Resolution Trust Corporation was established on August 9, 1989, by the Financial Institutions Reform, Recovery, and Enforcement Act of1989 (12 U.S.C. 1441a). The duties of the Corporation were:
(1) the managing and resolving all cases involving depository institutions, the accounts of which were insured by the former Federal Savings and Loan Insurance Corporation prior to August 9, 1989;
(2) conducting the operations of the Corporation in such a way as to maximize the return of value from the sale or other disposition of depository institutions or their assets, while minimizing the impact on real estate and financial markets and minimize losses to the Government; and
(3) maximizing the availability and affordability of residential real property for low- and moderate-income individuals.
The Resolution Trust Corporation was abolished by act of Dec. 12, 1991 (105 Stat. 1769). Corporation functions terminated pursuant to act of Dec. 17, 1993. (107 Stat. 2369)."
1,,Treasury Department,Revenue Sharing Office,"The Office of Revenue Sharing was established by the Secretary of the Treasury to administer programs authorized by acts of Oct. 20, 1972 (86 Stat. 919), and July 22, 1976 (90 Stat. 999). 
Transferred from the Office of the Secretary to Assistant Secretary (Domestic Finance) by Department of the Treasury Order 242, rev. 1, of May 17, 1976."
1,,Agriculture Department,Risk Management Agency,"The role of USDA's Risk Management Agency (RMA) is to help producers manage their business risks through effective, market-based risk management solutions. RMA's mission is to promote, support, and regulate sound risk management solutions to preserve and strengthen the economic stability of America's agricultural producers. As part of this mission, RMA operates and manages the Federal Crop Insurance Corporation (FCIC). RMA was created in 1996; the FCIC was founded in 1938. "
1,,,Roosevelt Campobello International Park Commission,
1,"07 CFR 1800-2099, 4200-4299",Agriculture Department,Rural Business-Cooperative Service,"The mission of the Rural Business-Cooperative Service (RBS) is to enhance the quality of life for all rural Americans by providing leadership in building competitive businesses and sustainable cooperatives that can prosper in the global marketplace. To meet business credit needs in under-served areas, RBS business programs are usually leveraged with commercial, cooperative, or other private sector lenders."
1,,Agriculture Department,Rural Housing and Community Development Service,"Rural Housing and Community Development Service Established by act of Oct. 13, 1994 (108 Stat. 3219). Renamed Rural Housing Service (61 FR 2899), effective Jan. 30, 1996."
1,"07 CFR 1800-2099, 3500-3599",Agriculture Department,Rural Housing Service,"The Rural Housing Service (RHS) provides affordable rental housing, homeownership opportunities, and essential community facilities to rural Americans through a broad array of direct loan, guarantee, and grant programs. Rural residents and communities may inquire about any of these programs through local and State rural development offices."
1,07 CFR 1600-1699,Agriculture Department,Rural Telephone Bank,"On May 7, 1971, the Rural Telephone Bank (Bank) was established by amendment to the RE Act as a source of supplemental financing for telecommunications companies and cooperatives eligible to borrow under the RE Act's telephone loan program.
After years of discussion regarding the possible privatization of the Bank, in February 2005, the Board of Directors unanimously approved resolutions to liquidate and dissolve the Bank on August 4, 2005. The liquidation and dissolution process is now largely complete. Stock redemption agreements were sent to over 92 percent of shareholders on January 10, 2006. The Government's Class A stock was redeemed on April 10, 2006; redemption payments to Class B and C shareholders began on April 11, 2006 and were completed by September 30, 2006. The final liquidation payments were made to Class A and B shareholders at the time of liquidation on November 13, 2007. The only action still to be taken is the completion of a final audit. [http://www.usda.gov/rus/telecom/rtb/index_rtb.htm]"
1,"07 CFR 1700-2099, 4200-4299",Agriculture Department,Rural Utilities Service,"The Rural Utilities Service (RUS) is a credit agency that assists rural electric and telecommunications utilities in obtaining financing and administers a nationwide water and waste loan and grant program to improve the quality of life and promote economic development in rural America. A total of 890 rural electric and 800 rural telecommunications utilities in 47 States, Puerto Rico, the Virgin Islands, Guam, the Republic of the Marshall Islands, the Northern Mariana Islands, and the Federated States of Micronesia have received financial assistance. Approximately 7,200 rural communities are currently served through financial assistance received from water and waste loans and grants."
1,,Health and Human Services Department,Saint Elizabeths Hospital,
1,33 CFR 400-499,Transportation Department,Saint Lawrence Seaway Development Corporation,"The Saint Lawrence Seaway Development Corporation was established by the Saint Lawrence Seaway Act of May 13, 1954 (33 U.S.C. 981-990), and became an operating administration of the Department of Transportation in 1966.
The Corporation, working cooperatively with the Saint Lawrence Seaway Management Corporation (SLSMC) of Canada, is dedicated to operating and maintaining a safe, reliable, and efficient deep draft waterway between the Great Lakes and the Atlantic Ocean. It ensures the safe transit of commercial and noncommercial vessels through the two U.S. locks and the navigation channels of the Saint Lawrence Seaway System. The Corporation works jointly with SLSMC on all matters related to rules and regulations, overall operations, vessel inspections, traffic control, navigation aids, safety, operating dates, and trade development programs."
1,,Agriculture Department,"Science and Education, Office of Director for",
1,32 CFR 2400-2499,Science and Technology Policy Office,Science and Technology Policy Office,"Congress established the Office of Science and Technology Policy in 1976 with a broad mandate to advise the President and others within the Executive Office of the President on the effects of science and technology on domestic and international affairs. The 1976 Act also authorizes OSTP to lead interagency efforts to develop and implement sound science and technology policies and budgets, and to work with the private sector, state and local governments, the science and higher education communities, and other nations toward this end.
The mission of the Office of Science and Technology Policy is threefold; first, to provide the President and his senior staff with accurate, relevant, and timely scientific and technical advice on all matters of consequence; second, to ensure that the policies of the Executive Branch are informed by sound science; and third, to ensure that the scientific and technical work of the Executive Branch is properly coordinated so as to provide the greatest benefit to society."
1,47 CFR 200-299,Science and Technology Policy Office,Science and Technology Policy Office,"Congress established the Office of Science and Technology Policy in 1976 with a broad mandate to advise the President and others within the Executive Office of the President on the effects of science and technology on domestic and international affairs. The 1976 Act also authorizes OSTP to lead interagency efforts to develop and implement sound science and technology policies and budgets, and to work with the private sector, state and local governments, the science and higher education communities, and other nations toward this end.
The mission of the Office of Science and Technology Policy is threefold; first, to provide the President and his senior staff with accurate, relevant, and timely scientific and technical advice on all matters of consequence; second, to ensure that the policies of the Executive Branch are informed by sound science; and third, to ensure that the scientific and technical work of the Executive Branch is properly coordinated so as to provide the greatest benefit to society."
1,31 CFR 400-499,Homeland Security Department,Secret Service,"The Secret Service protects the President and other high-level officials and investigates counterfeiting and other financial crimes, including financial institution fraud, identity theft, and computer fraud and computer-based attacks on our Nation's financial, banking, and telecommunications infrastructure."
1,17 CFR 200-301,,Securities and Exchange Commission,"The Securities and Exchange Commission administers Federal securities laws that seek to provide protection for investors; to ensure that securities markets are fair and honest; and, when necessary, to provide the means to enforce securities laws through sanctions.
The Securities and Exchange Commission (SEC) was created under authority of the Securities Exchange Act of 1934 (15 U.S.C. 78a-78jj) and was organized on July 2, 1934. The Commission serves as adviser to United States district courts in connection with reorganization proceedings for debtor corporations in which there is a substantial public interest. The Commission also has certain responsibilities under section 15 of the Bretton Woods Agreements Act of 1945 (22 U.S.C. 286k-1) and section 851(e) of the Internal Revenue Code of 1954 (26 U.S.C. 851(e)).
The Commission is vested with quasi-judicial functions. Persons aggrieved by its decisions in the exercise of those functions have a right of review by the United States courts of appeals."
